BUPR_LECZinSum,County,State,CountyStat,FIPS_5digi
309.0,North Carolina,37,Columbus County,37047
122519.0,North Carolina,37,Craven County,37049
38765.0,North Carolina,37,Currituck County,37053
38325.0,North Carolina,37,Dare County,37055
149.0,North Carolina,37,Duplin County,37061
7.0,North Carolina,37,Edgecombe County,37065
4112.0,North Carolina,37,Gates County,37073
33.0,North Carolina,37,Greene County,37079
16.0,North Carolina,37,Halifax County,37083
235.0,North Carolina,37,Hertford County,37091
8581.0,North Carolina,37,Hyde County,37095
2627.0,North Carolina,37,Jones County,37103
720.0,North Carolina,37,Lenoir County,37107
,North Carolina,37,Martin County,37117
104421.0,North Carolina,37,New Hanover County,37129
22.0,North Carolina,37,Northampton County,37131
50251.0,North Carolina,37,Onslow County,37133
10213.0,North Carolina,37,Pamlico County,37137
22912.0,North Carolina,37,Pasquotank County,37139
14488.0,North Carolina,37,Pender County,37141
11885.0,North Carolina,37,Perquimans County,37143
7219.0,North Carolina,37,Pitt County,37147
54.0,North Carolina,37,Sampson County,37163
3955.0,North Carolina,37,Tyrrell County,37177
8802.0,North Carolina,37,Washington County,37187
65447.0,South Carolina,45,Beaufort County,45013
28920.0,South Carolina,45,Berkeley County,45015
261715.0,South Carolina,45,Charleston County,45019
7706.0,South Carolina,45,Colleton County,45029
16370.0,South Carolina,45,Dorchester County,45035
45.0,South Carolina,45,Florence County,45041
48307.0,South Carolina,45,Georgetown County,45043
141.0,South Carolina,45,Hampton County,45049
268079.0,South Carolina,45,Horry County,45051
2491.0,South Carolina,45,Jasper County,45053
88.0,South Carolina,45,Marion County,45067
831.0,South Carolina,45,Williamsburg County,45089
32944.0,Connecticut,9,Fairfield County,9001
3761.0,Connecticut,9,Hartford County,9003
19569.0,Connecticut,9,Middlesex County,9007
60220.0,Connecticut,9,New Haven County,9009
11179.0,Connecticut,9,New London County,9011
22945.0,Delaware,10,Kent County,10001
19784.0,Delaware,10,New Castle County,10003
120641.0,Delaware,10,Sussex County,10005
7203.0,District Of Columbia,11,District Of Columbia,11001
20225.0,Maine,23,Cumberland County,23005
1659.0,Maine,23,Hancock County,23009
478.0,Maine,23,Kennebec County,23011
2393.0,Maine,23,Knox County,23013
2176.0,Maine,23,Lincoln County,23015
1059.0,Maine,23,Penobscot County,23019
2515.0,Maine,23,Sagadahoc County,23023
289.0,Maine,23,Waldo County,23027
1571.0,Maine,23,Washington County,23029
26005.0,Maine,23,York County,23031
90712.0,Maryland,24,Anne Arundel County,24003
62431.0,Maryland,24,Baltimore County,24005
10721.0,Maryland,24,Calvert County,24009
3966.0,Maryland,24,Caroline County,24011
9018.0,Maryland,24,Cecil County,24015
5278.0,Maryland,24,Charles County,24017
23006.0,Maryland,24,Dorchester County,24019
8879.0,Maryland,24,Harford County,24025
25.0,Maryland,24,Howard County,24027
7206.0,Maryland,24,Kent County,24029
,Maryland,24,Montgomery County,24031
5783.0,Maryland,24,Prince George's County,24033
24936.0,Maryland,24,Queen Anne's County,24035
13954.0,Maryland,24,St. Mary's County,24037
37536.0,Maryland,24,Somerset County,24039
17411.0,Maryland,24,Talbot County,24041
17561.0,Maryland,24,Wicomico County,24045
68283.0,Maryland,24,Worcester County,24047
14172.0,Maryland,24,Baltimore City,24510
131902.0,Massachusetts,25,Barnstable County,25001
56752.0,Massachusetts,25,Bristol County,25005
34008.0,Massachusetts,25,Dukes County,25007
53520.0,Massachusetts,25,Essex County,25009
,Massachusetts,25,Hampden County,25013
61816.0,Massachusetts,25,Middlesex County,25017
10304.0,Massachusetts,25,Nantucket County,25019
27663.0,Massachusetts,25,Norfolk County,25021
53905.0,Massachusetts,25,Plymouth County,25023
89059.0,Massachusetts,25,Suffolk County,25025
26326.0,New Hampshire,33,Rockingham County,33015
1231.0,New Hampshire,33,Strafford County,33017
56844.0,New Jersey,34,Atlantic County,34001
83188.0,New Jersey,34,Bergen County,34003
43939.0,New Jersey,34,Burlington County,34005
48131.0,New Jersey,34,Camden County,34007
158552.0,New Jersey,34,Cape May County,34009
14588.0,New Jersey,34,Cumberland County,34011
11616.0,New Jersey,34,Essex County,34013
27620.0,New Jersey,34,Gloucester County,34015
30438.0,New Jersey,34,Hudson County,34017
1712.0,New Jersey,34,Mercer County,34021
18747.0,New Jersey,34,Middlesex County,34023
119920.0,New Jersey,34,Monmouth County,34025
107506.0,New Jersey,34,Ocean County,34029
1320.0,New Jersey,34,Passaic County,34031
27363.0,New Jersey,34,Salem County,34033
29.0,New Jersey,34,Somerset County,34035
55570.0,New Jersey,34,Union County,34039
1773.0,New York,36,Albany County,36001
40521.0,New York,36,Bronx County,36005
346.0,New York,36,Columbia County,36021
829.0,New York,36,Dutchess County,36027
554.0,New York,36,Greene County,36039
270898.0,New York,36,Kings County,36047
105107.0,New York,36,Nassau County,36059
45796.0,New York,36,New York County,36061
187.0,New York,36,Orange County,36071
676.0,New York,36,Putnam County,36079
192803.0,New York,36,Queens County,36081
4463.0,New York,36,Rensselaer County,36083
66010.0,New York,36,Richmond County,36085
1093.0,New York,36,Rockland County,36087
472.0,New York,36,Saratoga County,36091
107595.0,New York,36,Suffolk County,36103
767.0,New York,36,Ulster County,36111
4995.0,New York,36,Westchester County,36119
9566.0,Pennsylvania,42,Bucks County,42017
11661.0,Pennsylvania,42,Delaware County,42045
119482.0,Pennsylvania,42,Philadelphia County,42101
12390.0,Rhode Island,44,Bristol County,44001
11534.0,Rhode Island,44,Kent County,44003
17310.0,Rhode Island,44,Newport County,44005
11238.0,Rhode Island,44,Providence County,44007
24927.0,Rhode Island,44,Washington County,44009
4.0,Virginia,51,Accomack County,51001
1033.0,Virginia,51,Arlington County,51013
137.0,Virginia,51,Caroline County,51033
1040.0,Virginia,51,Charles City County,51036
378.0,Virginia,51,Chesterfield County,51041
5449.0,Virginia,51,Essex County,51057
13521.0,Virginia,51,Fairfax County,51059
9326.0,Virginia,51,Gloucester County,51073
49.0,Virginia,51,Hanover County,51085
403.0,Virginia,51,Henrico County,51087
11999.0,Virginia,51,Isle of Wight County,51093
7370.0,Virginia,51,James City County,51095
2028.0,Virginia,51,King and Queen County,51097
2682.0,Virginia,51,King George County,51099
2767.0,Virginia,51,King William County,51101
4187.0,Virginia,51,Lancaster County,51103
5.0,Virginia,51,Mathews County,51115
3429.0,Virginia,51,Middlesex County,51119
1329.0,Virginia,51,New Kent County,51127
7316.0,Virginia,51,Northampton County,51131
1.0,Virginia,51,Northumberland County,51133
489.0,Virginia,51,Prince George County,51149
3980.0,Virginia,51,Prince William County,51153
879.0,Virginia,51,Richmond County,51159
1087.0,Virginia,51,Southampton County,51175
50.0,Virginia,51,Spotsylvania County,51177
2087.0,Virginia,51,Stafford County,51179
,Virginia,51,Surry County,51181
8885.0,Virginia,51,Westmoreland County,51193
17471.0,Virginia,51,York County,51199
8434.0,Virginia,51,Alexandria City,51510
173184.0,Virginia,51,Chesapeake City,51550
1.0,Virginia,51,Colonial Heights City,51570
450.0,Virginia,51,Franklin City,51620
36.0,Virginia,51,Fredericksburg City,51630
98165.0,Virginia,51,Hampton City,51650
295.0,Virginia,51,Hopewell City,51670
50935.0,Virginia,51,Newport News City,51700
129154.0,Virginia,51,Norfolk City,51710
271.0,Virginia,51,Petersburg City,51730
9559.0,Virginia,51,Poquoson City,51735
64567.0,Virginia,51,Portsmouth City,51740
780.0,Virginia,51,Richmond City,51760
31698.0,Virginia,51,Suffolk City,51800
275907.0,Virginia,51,Virginia Beach City,51810
89.0,Virginia,51,Williamsburg City,51830
1469.0,Louisiana,22,Acadia Parish,22001
,Louisiana,22,Allen Parish,22003
33.0,Louisiana,22,Ascension Parish,22005
13.0,Louisiana,22,Assumption Parish,22007
1.0,Louisiana,22,Beauregard Parish,22011
548.0,Louisiana,22,Calcasieu Parish,22019
7487.0,Louisiana,22,Cameron Parish,22023
13001.0,Louisiana,22,East Baton Rouge Parish,22033
8958.0,Louisiana,22,Iberia Parish,22045
38.0,Louisiana,22,Iberville Parish,22047
195.0,Louisiana,22,Jefferson Parish,22051
1.0,Louisiana,22,Jefferson Davis Parish,22053
30564.0,Louisiana,22,Lafayette Parish,22055
24654.0,Louisiana,22,Lafourche Parish,22057
29.0,Louisiana,22,Livingston Parish,22063
119705.0,Louisiana,22,Orleans Parish,22071
8064.0,Louisiana,22,Plaquemines Parish,22075
1.0,Louisiana,22,Pointe Coupee Parish,22077
5.0,Louisiana,22,St. Bernard Parish,22087
29588.0,Louisiana,22,St. Charles Parish,22089
11396.0,Louisiana,22,St. James Parish,22093
30.0,Louisiana,22,St. John the Baptist Parish,22095
2843.0,Louisiana,22,St. Landry Parish,22097
36049.0,Louisiana,22,St. Martin Parish,22099
17.0,Louisiana,22,St. Mary Parish,22101
83809.0,Louisiana,22,St. Tammany Parish,22103
22468.0,Louisiana,22,Tangipahoa Parish,22105
195.0,Louisiana,22,Terrebonne Parish,22109
1226.0,Louisiana,22,Vermilion Parish,22113
2353.0,Louisiana,22,West Baton Rouge Parish,22121
20561.0,Texas,48,Aransas County,48007
61575.0,Texas,48,Brazoria County,48039
17075.0,Texas,48,Calhoun County,48057
71646.0,Texas,48,Cameron County,48061
3791.0,Texas,48,Chambers County,48071
221393.0,Texas,48,Galveston County,48167
1759.0,Texas,48,Hardin County,48199
73589.0,Texas,48,Harris County,48201
1195.0,Texas,48,Jackson County,48239
223.0,Texas,48,Jasper County,48241
114061.0,Texas,48,Jefferson County,48245
4.0,Texas,48,Kenedy County,48261
499.0,Texas,48,Kleberg County,48273
1424.0,Texas,48,Liberty County,48291
8986.0,Texas,48,Matagorda County,48321
189.0,Texas,48,Newton County,48351
92900.0,Texas,48,Nueces County,48355
60810.0,Texas,48,Orange County,48361
1002.0,Texas,48,Refugio County,48391
3848.0,Texas,48,San Patricio County,48409
53.0,Texas,48,Victoria County,48469
1562.0,Texas,48,Willacy County,48489
