BUPR_LECZinSum,County,State,CountyStat,FIPS_5digi
649.0,New York,36,Dutchess County,36027
527.0,New York,36,Greene County,36039
237450.0,New York,36,Kings County,36047
101326.0,New York,36,Nassau County,36059
31129.0,New York,36,New York County,36061
179.0,New York,36,Orange County,36071
574.0,New York,36,Putnam County,36079
166775.0,New York,36,Queens County,36081
4382.0,New York,36,Rensselaer County,36083
58227.0,New York,36,Richmond County,36085
728.0,New York,36,Rockland County,36087
455.0,New York,36,Saratoga County,36091
93844.0,New York,36,Suffolk County,36103
729.0,New York,36,Ulster County,36111
4568.0,New York,36,Westchester County,36119
9166.0,Pennsylvania,42,Bucks County,42017
11522.0,Pennsylvania,42,Delaware County,42045
108206.0,Pennsylvania,42,Philadelphia County,42101
11841.0,Rhode Island,44,Bristol County,44001
10949.0,Rhode Island,44,Kent County,44003
16096.0,Rhode Island,44,Newport County,44005
9848.0,Rhode Island,44,Providence County,44007
22269.0,Rhode Island,44,Washington County,44009
2.0,Virginia,51,Accomack County,51001
541.0,Virginia,51,Arlington County,51013
116.0,Virginia,51,Caroline County,51033
830.0,Virginia,51,Charles City County,51036
240.0,Virginia,51,Chesterfield County,51041
4395.0,Virginia,51,Essex County,51057
12415.0,Virginia,51,Fairfax County,51059
7992.0,Virginia,51,Gloucester County,51073
35.0,Virginia,51,Hanover County,51085
146.0,Virginia,51,Henrico County,51087
7993.0,Virginia,51,Isle of Wight County,51093
5809.0,Virginia,51,James City County,51095
1679.0,Virginia,51,King and Queen County,51097
1864.0,Virginia,51,King George County,51099
2214.0,Virginia,51,King William County,51101
3430.0,Virginia,51,Lancaster County,51103
4.0,Virginia,51,Mathews County,51115
2862.0,Virginia,51,Middlesex County,51119
1073.0,Virginia,51,New Kent County,51127
5482.0,Virginia,51,Northampton County,51131
1.0,Virginia,51,Northumberland County,51133
373.0,Virginia,51,Prince George County,51149
3034.0,Virginia,51,Prince William County,51153
752.0,Virginia,51,Richmond County,51159
959.0,Virginia,51,Southampton County,51175
22.0,Virginia,51,Spotsylvania County,51177
1838.0,Virginia,51,Stafford County,51179
,Virginia,51,Surry County,51181
6100.0,Virginia,51,Westmoreland County,51193
14914.0,Virginia,51,York County,51199
6149.0,Virginia,51,Alexandria City,51510
140541.0,Virginia,51,Chesapeake City,51550
1.0,Virginia,51,Colonial Heights City,51570
421.0,Virginia,51,Franklin City,51620
36.0,Virginia,51,Fredericksburg City,51630
91869.0,Virginia,51,Hampton City,51650
282.0,Virginia,51,Hopewell City,51670
48799.0,Virginia,51,Newport News City,51700
115508.0,Virginia,51,Norfolk City,51710
267.0,Virginia,51,Petersburg City,51730
8225.0,Virginia,51,Poquoson City,51735
59794.0,Virginia,51,Portsmouth City,51740
248.0,Virginia,51,Richmond City,51760
21232.0,Virginia,51,Suffolk City,51800
244998.0,Virginia,51,Virginia Beach City,51810
61.0,Virginia,51,Williamsburg City,51830
837.0,Louisiana,22,Acadia Parish,22001
,Louisiana,22,Allen Parish,22003
18.0,Louisiana,22,Ascension Parish,22005
2.0,Louisiana,22,Assumption Parish,22007
,Louisiana,22,Beauregard Parish,22011
442.0,Louisiana,22,Calcasieu Parish,22019
3801.0,Louisiana,22,Cameron Parish,22023
7784.0,Louisiana,22,East Baton Rouge Parish,22033
5191.0,Louisiana,22,Iberia Parish,22045
6.0,Louisiana,22,Iberville Parish,22047
163.0,Louisiana,22,Jefferson Parish,22051
1.0,Louisiana,22,Jefferson Davis Parish,22053
16130.0,Louisiana,22,Lafayette Parish,22055
20724.0,Louisiana,22,Lafourche Parish,22057
21.0,Louisiana,22,Livingston Parish,22063
109760.0,Louisiana,22,Orleans Parish,22071
3967.0,Louisiana,22,Plaquemines Parish,22075
,Louisiana,22,Pointe Coupee Parish,22077
5.0,Louisiana,22,St. Bernard Parish,22087
24762.0,Louisiana,22,St. Charles Parish,22089
9631.0,Louisiana,22,St. James Parish,22093
26.0,Louisiana,22,St. John the Baptist Parish,22095
1751.0,Louisiana,22,St. Landry Parish,22097
27672.0,Louisiana,22,St. Martin Parish,22099
12.0,Louisiana,22,St. Mary Parish,22101
55423.0,Louisiana,22,St. Tammany Parish,22103
11436.0,Louisiana,22,Tangipahoa Parish,22105
181.0,Louisiana,22,Terrebonne Parish,22109
273.0,Louisiana,22,Vermilion Parish,22113
131.0,Louisiana,22,West Baton Rouge Parish,22121
14723.0,Texas,48,Aransas County,48007
50646.0,Texas,48,Brazoria County,48039
14758.0,Texas,48,Calhoun County,48057
45454.0,Texas,48,Cameron County,48061
1654.0,Texas,48,Chambers County,48071
145860.0,Texas,48,Galveston County,48167
1257.0,Texas,48,Hardin County,48199
62100.0,Texas,48,Harris County,48201
735.0,Texas,48,Jackson County,48239
126.0,Texas,48,Jasper County,48241
99383.0,Texas,48,Jefferson County,48245
4.0,Texas,48,Kenedy County,48261
343.0,Texas,48,Kleberg County,48273
1188.0,Texas,48,Liberty County,48291
7485.0,Texas,48,Matagorda County,48321
157.0,Texas,48,Newton County,48351
61924.0,Texas,48,Nueces County,48355
50156.0,Texas,48,Orange County,48361
832.0,Texas,48,Refugio County,48391
3406.0,Texas,48,San Patricio County,48409
45.0,Texas,48,Victoria County,48469
1325.0,Texas,48,Willacy County,48489
